거래번호,항목1,항목2,항목3,항목4,항목5,항목6,항목7,항목8,항목9
11601,요거트,농축 우유,롤빵,절인 야채,생수,브랜디,,,
11602,냅킨,그릇,,,,,,,
11603,롤빵,생선 통조림,,,,,,,
11604,치킨,감귤,양파,생수,,,,,
11605,돼지고기,양파,롤빵,마가린,야채 통조림,소다,간식,,
11607,햄,열대과일,과일,전지우유,치즈,냉동 야채,식빵,소다,
11608,전지우유,롤빵,,,,,,,
11609,소다,병맥주,,,,,,,
11610,롤빵,마가린,,,,,,,
11611,열대과일,치즈,롤빵,초콜릿,,,,,
11612,열대과일,과일,식빵,,,,,,
11615,햄,열대과일,요거트,우유,식빵,패스트리,,,
11616,소고기,롤빵,초콜릿,,,,,,
11617,전지우유,커피,여성용 위생용품,쇼핑백,,,,,
11618,소다,캔맥주,,,,,,,
11619,롤빵,캔맥주,,,,,,,
11620,디저트,우유,롤빵,패스트리,캔맥주,,,,
11621,소시지,치즈,머스타드,야채 주스,,,,,
11622,돼지고기,양파,버터우유,,,,,,
11624,소시지,음료수,치즈,롤빵,쇼핑백,,,,
11625,롤빵,소다,캔맥주,와플,쇼핑백,,,,
11626,음료수,초콜릿,,,,,,,
11628,소다,야채 주스,,,,,,,
11633,요거트,우유,계란,롤빵,,,,,
11636,소시지,식빵,병맥주,,,,,,
11638,열대과일,과일,소다,병맥주,팝콘,,,,
11639,감귤,전지우유,,,,,,,
11641,전지우유,롤빵,,,,,,,
11643,열대과일,신문,,,,,,,
11648,롤빵,마가린,신문,,,,,,
11650,전지우유,디저트,,,,,,,
11651,포도,야채,파스타,기름,마가린,커피,생수,,
11653,요거트,롤빵,,,,,,,
11654,야채,전지우유,요거트,롤빵,껌,양초,,,
11658,열대과일,요거트,치즈,소다,,,,,
11662,소시지,신문,쇼핑백,,,,,,
11663,전지우유,롤빵,,,,,,,
11664,전지우유,캔맥주,,,,,,,
11665,전지우유,냉동 야채,,,,,,,
11666,햄,과일,허브,버터,롤빵,식빵,기름,생선 통조림,
11667,전지우유,요거트,식빵,신문,,,,,
11668,소고기,감귤,과일,요거트,롤빵,밀가루,마가린,수프,생수
11669,계란,롤빵,소다,,,,,,
11670,소다,와플,,,,,,,
11671,전지우유,요거트,음료수,머스타드,생수,신문,,,
11672,햄,과일,전지우유,롤빵,꿀,신문,,,
11675,버터우유,커피,,,,,,,
11677,돼지고기,양파,쇼핑백,,,,,,
11678,햄,전지우유,기름,커피,,,,,
11679,크림 치즈,소다,,,,,,,
11680,열대과일,딸기,야채,요거트,롤빵,쇼핑백,,,
11682,감귤,전지우유,마가린,병맥주,신문,,,,
11685,열대과일,버터,버터우유,식빵,,,,,
11687,소시지,열대과일,전지우유,치즈,냉동 야채,계란,롤빵,식빵,쌀
11688,소시지,감귤,열대과일,전지우유,생수,세정제,신문,,
11689,소시지,롤빵,소다,,,,,,
11690,치즈,롤빵,마가린,소다,쇼핑백,,,,
11692,열대과일,딸기,절인 야채,소다,,,,,
11693,과일,전지우유,버터우유,크림 치즈,계란,롤빵,식빵,,
11694,감귤,열대과일,포도,디저트,크림 치즈,롤빵,생수,야채 주스,
11696,전지우유,치즈,치즈,롤빵,식빵,인스턴트 식품,커피,,
11697,견과류,롤빵,소다,,,,,,
11698,햄,소고기,신문,,,,,,
11699,햄,롤빵,,,,,,,
11700,버터,병맥주,소주,,,,,,
11702,소고기,야채,마가린,생수,소다,,,,
11704,소고기,감귤,캔맥주,,,,,,
11705,전지우유,마요네즈,패스트리,밀가루,생선 통조림,와플,,,
11706,소시지,롤빵,소다,,,,,,
11708,롤빵,소다,,,,,,,
11709,야채,식빵,설탕,소주,,,,,
11710,소시지,야채,전지우유,버터,음료수,,,,
11711,소시지,야채,전지우유,요거트,치즈,식빵,,,
11713,소시지,전지우유,요거트,패스트리,생수,소다,병맥주,캔맥주,
11715,초콜릿,사탕,,,,,,,
11717,소시지,열대과일,과일,전지우유,디저트,요거트,사워 크림,,
11718,소고기,감귤,열대과일,과일,디저트,크림 치즈,롤빵,초콜릿,
11719,딸기,버터우유,요거트,치즈,롤빵,소다,,,
11720,냉동 식품,기름,생수,병맥주,,,,,
11721,소고기,허브,전지우유,,,,,,
11722,소시지,소고기,야채,전지우유,버터우유,요거트,패스트리,와플,
11725,소시지,돼지고기,전지우유,요거트,롤빵,식빵,냅킨,쇼핑백,
11726,과일,전지우유,사워 크림,베이킹 파우더,,,,,
11727,포도,전지우유,베이킹 파우더,양초,사진 필름,,,,
11730,소다,백포도주,,,,,,,
11731,병맥주,소주,와인,,,,,,
11732,버터,청소기,,,,,,,
11733,야채 주스,과자,,,,,,,
11735,과일,버터,초콜릿,,,,,,
11739,열대과일,전지우유,치즈,마요네즈,롤빵,머스타드,,,
11740,전지우유,식빵,간식,,,,,,
11743,사워 크림,패스트리,와인,,,,,,
11745,롤빵,소다,사탕,신문,,,,,
11748,디저트,냉동 디저트,,,,,,,
11750,버터,계란,파스타,야채 주스,신문,,,,
11751,전지우유,버터,요거트,냉동 야채,계란,설탕,,,
11756,소고기,계란,패스트리,,,,,,
11757,치즈,패스트리,,,,,,,
11758,감귤,열대과일,화초,,,,,,
11760,롤빵,소다,,,,,,,
11761,과일,화초,,,,,,,
11765,소시지,전지우유,롤빵,캔맥주,,,,,
11766,과일,전지우유,,,,,,,
11768,디저트,치즈,치즈,식빵,,,,
11770,감귤,버터,사탕,,,,,,
11771,감귤,우유,냅킨,,,,,,
11772,과일,소다,병맥주,,,,,,
11773,열대과일,야채,전지우유,요거트,냉동 야채,계란,,,
11775,과일,버터우유,냉동 야채,식빵,수프,소스,야채 주스,,
11777,돼지고기,감귤,소다,캔맥주,초콜릿,,,,
11778,롤빵,신문,,,,,,,
11780,감귤,열대과일,과일,,,,,,
11781,포도,전지우유,백포도주,그릇,신문,,,,
11783,생선,쇼핑백,,,,,,,
11784,열대과일,패스트리,소다,,,,,,
11785,음료수,패스트리,,,,,,,
11786,소시지,과일,전지우유,,,,,,
11788,소시지,치즈,음료수,병맥주,,,,,
11789,돼지고기,식빵,패스트리,쇼핑백,,,,,
11790,전지우유,롤빵,신문,,,,,,
11791,소시지,전지우유,디저트,향신료,병맥주,,,,
11792,패스트리,소다,,,,,,,
11794,열대과일,포도,전지우유,생선 통조림,생수,야채 주스,,,
11795,전지우유,생수,냅킨,,,,,,
11797,과일,전지우유,,,,,,,
11798,햄,감귤,열대과일,과일,딸기,야채,허브,전지우유,버터
11799,요거트,초콜릿,,,,,,,
11800,사워 크림,베이킹 파우더,,,,,,,
11801,열대과일,생수,팝콘,쇼핑백,,,,,
11802,소시지,마요네즈,음료수,사탕,,,,,
11803,크림 치즈,롤빵,,,,,,,
11806,소시지,소고기,과일,요거트,롤빵,식빵,생수,소다,
11808,요거트,우유,소다,와인,와플,,,,
11809,소고기,생선,롤빵,마가린,,,,,
11813,소시지,소고기,열대과일,소다,,,,,
11815,열대과일,과일,야채,전지우유,요거트,롤빵,고양이 사료,,
11816,감귤,우유,지퍼백,생수,,,,,
11817,돼지고기,생수,병맥주,,,,,,
11821,버터,롤빵,신문,,,,,,
11822,냉동 야채,설탕,커피,,,,,,
11823,치킨,디저트,요거트,냉동 야채,계란,소금,파스타,생수,
11825,열대과일,요거트,치즈,롤빵,생수,소다,음료수,여성용 위생용품,
11826,야채,전지우유,계란,,,,,,
11827,소고기,감귤,과일,요거트,사워 크림,계란,패스트리,밀가루,
11829,열대과일,냅킨,,,,,,,
11831,전지우유,디저트,롤빵,패스트리,신문,,,,
11834,소다,캔맥주,,,,,,,
11835,사워 크림,쌀,팝콘,,,,,,
11836,전지우유,버터,요거트,냉동 식품,생수,병맥주,캔맥주,초콜릿,
11837,감귤,야채,소금,생수,껌,,,,
11838,과일,커피,,,,,,,
11840,과일,야채,지퍼백,야채 주스,화초,,,,
11841,양파,전지우유,수프,병맥주,화초,,,,
11842,열대과일,포도,기름,야채 통조림,차,야채 주스,과자,,
11843,식빵,소다,캔맥주,쇼핑백,,,,,
11844,감귤,롤빵,생수,와인,신문,,,,
11845,캔맥주,쇼핑백,,,,,,,
11846,야채,전지우유,크림 치즈,계란,음료수,냅킨,,,
11847,열대과일,과일,전지우유,요거트,냉동 식품,,,,
11850,돼지고기,전지우유,마가린,,,,,,
11851,과일,요거트,아이스크림,소다,,,,,
11852,캔맥주,신문,,,,,,,
11853,열대과일,전지우유,버터,식빵,,,,,
11854,돼지고기,과일,전지우유,요거트,생선,밀가루,설탕,베이킹 파우더,
11855,과일,냅킨,,,,,,,
11860,야채,와인,,,,,,,
11861,소시지,버터,패스트리,캔맥주,쇼핑백,,,,
11862,버터,백포도주,,,,,,,
11864,소고기,감귤,과일,야채,사워 크림,마가린,야채 통조림,고양이 사료,
11865,햄,돼지고기,버터우유,쇼핑백,,,,,
11866,롤빵,야채 주스,,,,,,,
11867,열대과일,롤빵,,,,,,,
11868,소시지,열대과일,전지우유,버터우유,사워 크림,롤빵,,,
11869,열대과일,전지우유,크림 치즈,냉동 야채,롤빵,초콜릿,사탕,화초,
11871,전지우유,패스트리,,,,,,,
11874,치킨,소고기,전지우유,생수,신문,,,,
11875,야채,사워 크림,캔맥주,소주,쇼핑백,,,,
11876,롤빵,소고기,,,,,,,
11877,버터,사워 크림,계란,롤빵,,,,,
11878,열대과일,치즈,롤빵,냅킨,화초,,,,
11879,소시지,치킨,소고기,야채,요거트,크림 치즈,아이스크림,,
11881,롤빵,생수,소다,,,,,,
11882,열대과일,과일,야채,디저트,사워 크림,치즈,패스트리,쇼핑백,
11883,열대과일,야채,포장 채소,,,,,,
11884,우유,패스트리,커피,와인,화초,,,,
11885,야채,계란,설탕,커피,생수,소다,병맥주,와인,
11886,과일,디저트,롤빵,패스트리,,,,,
11887,전지우유,식빵,신문,,,,,,
11888,디저트,지퍼백,,,,,,,
11889,냉동 식품,파스타,생선 통조림,커피,,,,,
11892,전지우유,요거트,치즈,마요네즈,롤빵,파스타,초콜릿,,
11894,사워 크림,소다,,,,,,,
11896,전지우유,냉동 감자,롤빵,파스타,커피,소다,야채 주스,병맥주,
11897,햄,생수,소다,,,,,,
11898,전지우유,롤빵,패스트리,파스타,마가린,,,,
11899,전지우유,버터,사워 크림,농축 우유,치즈,치즈,치즈,냉동 야채,세정제
11903,포장 채소,냉동 디저트,롤빵,소다,,,,,
11904,전지우유,마가린,화초,,,,,,
11905,돼지고기,열대과일,전지우유,롤빵,마가린,,,,
11906,소시지,소고기,햄,감귤,열대과일,과일,야채,양파,허브
11907,요거트,냉동 야채,,,,,,,
11913,돼지고기,감귤,열대과일,야채,전지우유,디저트,,,
11914,감귤,열대과일,야채,허브,전지우유,요거트,생수,병맥주,
11915,치킨,감귤,요거트,사워 크림,치즈,마가린,,,
11916,감귤,전지우유,치즈,롤빵,패스트리,커피,생수,소다,
11917,생수,소주,,,,,,,
11918,과일,딸기,야채,전지우유,사워 크림,,,,
11919,전지우유,요거트,냉동 야채,마가린,케첩,시리얼,생선 통조림,소다,
11922,햄,소고기,열대과일,과일,전지우유,디저트,요거트,사워 크림,
11923,감귤,과일,야채 통조림,,,,,,
11924,소시지,디저트,계란,패스트리,냅킨,,,,
11928,음료수,롤빵,쇼핑백,,,,,,
11929,양파,생수,소다,캔맥주,껌,남성 화장품,냅킨,,
11931,버터,패스트리,백포도주,세정제,,,,,
11932,야채,버터,화초,,,,,,
11933,소시지,햄,소고기,돼지고기,열대과일,과일,포도,전지우유,
11934,햄,전지우유,치즈,롤빵,와플,신문,,,
11935,소다,캔맥주,,,,,,,
11936,치킨,열대과일,전지우유,패스트리,소다,와플,초콜릿,,
11937,소시지,과일,전지우유,롤빵,밀가루,기름,소다,,
11939,전지우유,병맥주,,,,,,,
11941,치킨,전지우유,,,,,,,
11942,열대과일,과일,전지우유,요거트,냉동 야채,냉동 식품,식빵,커피,
11943,돼지고기,야채,식빵,소다,병맥주,,,,
11944,열대과일,과일,야채,전지우유,요거트,음료수,계란,식빵,
11945,치킨,냅킨,,,,,,,
11946,패스트리,인스턴트 식품,간식,케이크,껌,냅킨,,,
11947,사워 크림,여성용 위생용품,,,,,,,
11948,전지우유,사워 크림,,,,,,,
11949,야채,전지우유,생수,병맥주,,,,,
11950,소시지,딸기,전지우유,요거트,계란,,,,
11952,소고기,전지우유,버터,롤빵,고양이 사료,병맥주,,,
11953,야채,전지우유,요거트,,,,,,
11954,롤빵,식빵,생수,,,,,,
11955,캔맥주,초콜릿,,,,,,,
11956,커피,초콜릿,,,,,,,
11957,소고기,화초,,,,,,,
11958,냉동 야채,냉동 식품,,,,,,,
11959,생수,초콜릿,,,,,,,
11961,아이스크림,설탕,냅킨,그릇,,,,,
11962,아이스크림,인스턴트 식품,커피,양초,,,,,
11963,버터,사워 크림,식빵,패스트리,야채 통조림,야채 주스,,,
11965,햄,열대과일,치즈,신문,,,,,
11966,감귤,과일,전지우유,버터,크림 치즈,계란,식초,야채 주스,
11968,버터,마가린,,,,,,,
11969,전지우유,생수,야채 주스,,,,,,
11970,치즈,신문,,,,,,,
11972,수프,소다,쇼핑백,,,,,,
11973,패스트리,소다,,,,,,,
11974,양파,롤빵,,,,,,,
11975,아이스크림,소다,야채 주스,,,,,,
11977,감귤,과일,감미료,강아지 사료,커피,,,,
11978,식빵,소다,병맥주,,,,,,
11979,과일,야채,설탕,커피,병맥주,,,,
11980,음료수,케이크,,,,,,,
11981,아이스크림,소다,병맥주,간식,,,,,
11983,소고기,열대과일,냉동 야채,절인 야채,생수,소다,,,
11985,고양이 사료,초콜릿,초콜릿,,,,,,
11988,딸기,요거트,,,,,,,
11989,전지우유,화초,,,,,,,
11990,야채,계란,,,,,,,
11991,돼지고기,과일,전지우유,요거트,케첩,절인 야채,소다,세정제,
11992,소시지,돼지고기,생선,감귤,딸기,사워 크림,소다,야채 주스,욕실 청소용품
11994,아이스크림,생수,,,,,,,
11995,딸기,야채,전지우유,디저트,요거트,사워 크림,크림 치즈,과일 통조림,
11996,병맥주,쇼핑백,,,,,,,
11997,돼지고기,딸기,전지우유,디저트,사워 크림,야채 주스,사탕,,
11998,아이스크림,소다,초콜릿,,,,,,
11999,요거트,와플,,,,,,,
12000,소시지,디저트,소다,,,,,,
12001,롤빵,식초,병맥주,,,,,,
12002,계란,소다,,,,,,,
12004,야채,야채 통조림,소다,쇼핑백,,,,,
12005,전지우유,버터,요거트,크림 치즈,식초,야채 주스,,,
12006,패스트리,간식,,,,,,,
12007,식빵,소다,,,,,,,
12008,냉동 야채,패스트리,,,,,,,
12009,감귤,열대과일,전지우유,계란,패스트리,생수,간식,,
12011,감귤,딸기,양파,농축 우유,치즈,기름,절인 야채,,
12013,초콜릿,화초,,,,,,,
12014,감귤,냉동 식품,쌀,캔맥주,간식,,,,
12015,요거트,야채 주스,쇼핑백,,,,,,
12016,소시지,치킨,소고기,과일,야채,양파,요거트,치즈,마요네즈
12017,야채,냉동 식품,식빵,과자,,,,,
12018,소시지,치킨,과일,딸기,디저트,요거트,냉동 야채,냉동 식품,
12019,과일,식초,생수,쇼핑백,,,,,
12020,열대과일,딸기,요거트,계란,식빵,소다,사탕,,
12021,돼지고기,사워 크림,,,,,,,
12022,전지우유,요거트,크림 치즈,기름,절인 야채,고양이 사료,음료수,초콜릿,
12023,머스타드,소다,야채 주스,,,,,,
12024,감귤,식빵,케첩,야채 주스,병맥주,간식,팝콘,쇼핑백,
12025,전지우유,마가린,생수,,,,,,
12026,야채,디저트,사워 크림,패스트리,소스,커피,소다,야채 주스,
12027,감귤,열대과일,,,,,,,
12030,열대과일,병맥주,,,,,,,
12033,소고기,포도,야채 주스,,,,,,
12034,과일,설탕,,,,,,,
12035,야채,양파,요거트,냉동 식품,식초,야채 통조림,소다,간식,
12036,치킨,소고기,감귤,전지우유,크림 치즈,계란,롤빵,캔맥주,냅킨
12039,과일,계란,,,,,,,
12040,전지우유,패스트리,야채 주스,캔맥주,초콜릿,,,,
12043,전지우유,크림 치즈,기름,생수,야채 주스,화초,,,
12045,버터우유,초콜릿,,,,,,,
12048,전지우유,아이스크림,패스트리,커피,쇼핑백,,,,
12049,캔맥주,소주,,,,,,,
12051,야채,양파,사워 크림,우유,냉동 디저트,마가린,시럽,,
12052,소시지,감귤,디저트,요거트,사워 크림,치즈,치즈,식빵,
12054,디저트,와플,전구,,,,,,
12055,소시지,햄,치킨,전지우유,버터,사워 크림,크림 치즈,,
12056,햄,전지우유,냉동 야채,,,,,,
12057,계란,고양이 사료,생수,,,,,,
12058,소시지,과일,양파,향신료,고양이 사료,병맥주,신문,,
12059,야채,요거트,야채 주스,,,,,,
12062,돼지고기,냉동 감자,소다,,,,,,
12063,양파,디저트,요거트,계란,롤빵,식빵,패스트리,고양이 사료,생수
12064,전지우유,요거트,향신료,,,,,,
12065,치킨,돼지고기,소고기,딸기,치즈,잼,쇼핑백,,
12066,과일,마가린,,,,,,,
12067,딸기,껌,신문,,,,,,
12069,치킨,캔맥주,쇼핑백,,,,,,
12070,돼지고기,양파,패스트리,생수,,,,,
12071,전지우유,소다,,,,,,,
12072,돼지고기,열대과일,딸기,전지우유,요거트,식빵,기름,,
12073,고양이 사료,초콜릿,,,,,,,
12074,감귤,요거트,패스트리,소다,와플,쇼핑백,,,
12075,식빵,마가린,,,,,,,
