항목1,항목2,항목3,항목4,항목5,항목6,항목7,항목8,항목9
전지우유,치즈,치즈,롤빵,식빵,인스턴트 식품,커피,,
견과류,롤빵,소다,,,,,,
햄,소고기,신문,,,,,,
햄,롤빵,,,,,,,
버터,병맥주,소주,,,,,,
소고기,야채,마가린,생수,소다,,,,
소고기,감귤,캔맥주,,,,,,
전지우유,마요네즈,패스트리,밀가루,생선 통조림,와플,,,
소시지,롤빵,소다,,,,,,
롤빵,소다,,,,,,,
야채,식빵,설탕,소주,,,,,
소시지,야채,전지우유,버터,음료수,,,,
소시지,야채,전지우유,요거트,치즈,식빵,,,
소시지,전지우유,요거트,패스트리,생수,소다,병맥주,캔맥주,
초콜릿,사탕,,,,,,,
소시지,열대과일,과일,전지우유,디저트,요거트,사워 크림,,
소고기,감귤,열대과일,과일,디저트,크림 치즈,롤빵,초콜릿,
딸기,버터우유,요거트,치즈,롤빵,소다,,,
냉동 식품,기름,생수,병맥주,,,,,
소고기,허브,전지우유,,,,,,
소시지,소고기,야채,전지우유,버터우유,요거트,패스트리,와플,
소시지,돼지고기,전지우유,요거트,롤빵,식빵,냅킨,쇼핑백,
과일,전지우유,사워 크림,베이킹 파우더,,,,,
포도,전지우유,베이킹 파우더,양초,사진 필름,,,,
소다,백포도주,,,,,,,
병맥주,소주,와인,,,,,,
버터,청소기,,,,,,,
야채 주스,과자,,,,,,,
과일,버터,초콜릿,,,,,,
열대과일,전지우유,치즈,마요네즈,롤빵,머스타드,,,
전지우유,식빵,간식,,,,,,
사워 크림,패스트리,와인,,,,,,
롤빵,소다,사탕,신문,,,,,
디저트,냉동 디저트,,,,,,,
버터,계란,파스타,야채 주스,신문,,,,
전지우유,버터,요거트,냉동 야채,계란,설탕,,,
소고기,계란,패스트리,,,,,,
치즈,패스트리,,,,,,,
감귤,열대과일,화초,,,,,,
롤빵,소다,,,,,,,
과일,화초,,,,,,,
소시지,전지우유,롤빵,캔맥주,,,,,
과일,전지우유,,,,,,,
디저트,치즈,치즈,식빵,,,,,
감귤,버터,사탕,,,,,,
감귤,우유,냅킨,,,,,,
과일,소다,병맥주,,,,,,
열대과일,야채,전지우유,요거트,냉동 야채,계란,,,
과일,버터우유,냉동 야채,식빵,수프,소스,야채 주스,,
돼지고기,감귤,소다,캔맥주,초콜릿,,,,
롤빵,신문,,,,,,,
감귤,열대과일,과일,,,,,,
포도,전지우유,백포도주,그릇,신문,,,,
생선,쇼핑백,,,,,,,
열대과일,패스트리,소다,,,,,,
음료수,패스트리,,,,,,,
소시지,과일,전지우유,,,,,,
소시지,치즈,음료수,병맥주,,,,,
돼지고기,식빵,패스트리,쇼핑백,,,,,
전지우유,롤빵,신문,,,,,,
소시지,전지우유,디저트,향신료,병맥주,,,,
패스트리,소다,,,,,,,
열대과일,포도,전지우유,생선 통조림,생수,야채 주스,,,
전지우유,생수,냅킨,,,,,,
과일,전지우유,,,,,,,
햄,감귤,열대과일,과일,딸기,야채,허브,전지우유,버터
요거트,초콜릿,,,,,,,
사워 크림,베이킹 파우더,,,,,,,
열대과일,생수,팝콘,쇼핑백,,,,,
소시지,마요네즈,음료수,사탕,,,,,
크림 치즈,롤빵,,,,,,,
소시지,소고기,과일,요거트,롤빵,식빵,생수,소다,
요거트,우유,소다,와인,와플,,,,
소고기,생선,롤빵,마가린,,,,,
소시지,소고기,열대과일,소다,,,,,
열대과일,과일,야채,전지우유,요거트,롤빵,고양이 사료,,
감귤,우유,지퍼백,생수,,,,,
돼지고기,생수,병맥주,,,,,,
버터,롤빵,신문,,,,,,
냉동 야채,설탕,커피,,,,,,
치킨,디저트,요거트,냉동 야채,계란,소금,파스타,생수,
열대과일,요거트,치즈,롤빵,생수,소다,음료수,여성용 위생용품,
야채,전지우유,계란,,,,,,
소고기,감귤,과일,요거트,사워 크림,계란,패스트리,밀가루,
열대과일,냅킨,,,,,,,
전지우유,디저트,롤빵,패스트리,신문,,,,
소다,캔맥주,,,,,,,
사워 크림,쌀,팝콘,,,,,,
전지우유,버터,요거트,냉동 식품,생수,병맥주,캔맥주,초콜릿,
감귤,야채,소금,생수,껌,,,,
과일,커피,,,,,,,
과일,야채,지퍼백,야채 주스,화초,,,,
양파,전지우유,수프,병맥주,화초,,,,
열대과일,포도,기름,야채 통조림,차,야채 주스,과자,,
식빵,소다,캔맥주,쇼핑백,,,,,
감귤,롤빵,생수,와인,신문,,,,
캔맥주,쇼핑백,,,,,,,
야채,전지우유,크림 치즈,계란,음료수,냅킨,,,
열대과일,과일,전지우유,요거트,냉동 식품,,,,
돼지고기,전지우유,마가린,,,,,,
과일,요거트,아이스크림,소다,,,,,
캔맥주,신문,,,,,,,
열대과일,전지우유,버터,식빵,,,,,
돼지고기,과일,전지우유,요거트,생선,밀가루,설탕,베이킹 파우더,
과일,냅킨,,,,,,,
야채,와인,,,,,,,
소시지,버터,패스트리,캔맥주,쇼핑백,,,,
버터,백포도주,,,,,,,
소고기,감귤,과일,야채,사워 크림,마가린,야채 통조림,고양이 사료,
햄,돼지고기,버터우유,쇼핑백,,,,,
롤빵,야채 주스,,,,,,,
열대과일,롤빵,,,,,,,
소시지,열대과일,전지우유,버터우유,사워 크림,롤빵,,,
열대과일,전지우유,크림 치즈,냉동 야채,롤빵,초콜릿,사탕,화초,
전지우유,패스트리,,,,,,,
치킨,소고기,전지우유,생수,신문,,,,
야채,사워 크림,캔맥주,소주,쇼핑백,,,,
롤빵,소고기,,,,,,,
버터,사워 크림,계란,롤빵,,,,,
열대과일,치즈,롤빵,냅킨,화초,,,,
소시지,치킨,소고기,야채,요거트,크림 치즈,아이스크림,,
롤빵,생수,소다,,,,,,
열대과일,과일,야채,디저트,사워 크림,치즈,패스트리,쇼핑백,
열대과일,야채,포장 채소,,,,,,
우유,패스트리,커피,와인,화초,,,,
야채,계란,설탕,커피,생수,소다,병맥주,와인,
과일,디저트,롤빵,패스트리,,,,,
전지우유,식빵,신문,,,,,,
디저트,지퍼백,,,,,,,
냉동 식품,파스타,생선 통조림,커피,,,,,
전지우유,요거트,치즈,마요네즈,롤빵,파스타,초콜릿,,
사워 크림,소다,,,,,,,
전지우유,냉동 감자,롤빵,파스타,커피,소다,야채 주스,병맥주,
햄,생수,소다,,,,,,
전지우유,롤빵,패스트리,파스타,마가린,,,,
전지우유,버터,사워 크림,농축 우유,치즈,치즈,치즈,냉동 야채,세정제
포장 채소,냉동 디저트,롤빵,소다,,,,,
전지우유,마가린,화초,,,,,,
돼지고기,열대과일,전지우유,롤빵,마가린,,,,
소시지,소고기,햄,감귤,열대과일,과일,야채,양파,허브
요거트,냉동 야채,,,,,,,
돼지고기,감귤,열대과일,야채,전지우유,디저트,,,
감귤,열대과일,야채,허브,전지우유,요거트,생수,병맥주,
치킨,감귤,요거트,사워 크림,치즈,마가린,,,
감귤,전지우유,치즈,롤빵,패스트리,커피,생수,소다,
생수,소주,,,,,,,
과일,딸기,야채,전지우유,사워 크림,,,,
전지우유,요거트,냉동 야채,마가린,케첩,시리얼,생선 통조림,소다,
햄,소고기,열대과일,과일,전지우유,디저트,요거트,사워 크림,
감귤,과일,야채 통조림,,,,,,
소시지,디저트,계란,패스트리,냅킨,,,,
음료수,롤빵,쇼핑백,,,,,,
양파,생수,소다,캔맥주,껌,남성 화장품,냅킨,,
버터,패스트리,백포도주,세정제,,,,,
야채,버터,화초,,,,,,
소시지,햄,소고기,돼지고기,열대과일,과일,포도,전지우유,
햄,전지우유,치즈,롤빵,와플,신문,,,
소다,캔맥주,,,,,,,
치킨,열대과일,전지우유,패스트리,소다,와플,초콜릿,,
소시지,과일,전지우유,롤빵,밀가루,기름,소다,,
전지우유,병맥주,,,,,,,
치킨,전지우유,,,,,,,
열대과일,과일,전지우유,요거트,냉동 야채,냉동 식품,식빵,커피,
돼지고기,야채,식빵,소다,병맥주,,,,
열대과일,과일,야채,전지우유,요거트,음료수,계란,식빵,
치킨,냅킨,,,,,,,
패스트리,인스턴트 식품,간식,케이크,껌,냅킨,,,
사워 크림,여성용 위생용품,,,,,,,
전지우유,사워 크림,,,,,,,
야채,전지우유,생수,병맥주,,,,,
소시지,딸기,전지우유,요거트,계란,,,,
소고기,전지우유,버터,롤빵,고양이 사료,병맥주,,,
야채,전지우유,요거트,,,,,,
롤빵,식빵,생수,,,,,,
캔맥주,초콜릿,,,,,,,
커피,초콜릿,,,,,,,
소고기,화초,,,,,,,
냉동 야채,냉동 식품,,,,,,,
생수,초콜릿,,,,,,,
아이스크림,설탕,냅킨,그릇,,,,,
아이스크림,인스턴트 식품,커피,양초,,,,,
버터,사워 크림,식빵,패스트리,야채 통조림,야채 주스,,,
햄,열대과일,치즈,신문,,,,,
감귤,과일,전지우유,버터,크림 치즈,계란,식초,야채 주스,
버터,마가린,,,,,,,
전지우유,생수,야채 주스,,,,,,
치즈,신문,,,,,,,
수프,소다,쇼핑백,,,,,,
패스트리,소다,,,,,,,
양파,롤빵,,,,,,,
아이스크림,소다,야채 주스,,,,,,
감귤,과일,감미료,강아지 사료,커피,,,,
식빵,소다,병맥주,,,,,,
과일,야채,설탕,커피,병맥주,,,,
음료수,케이크,,,,,,,
아이스크림,소다,병맥주,간식,,,,,
소고기,열대과일,냉동 야채,절인 야채,생수,소다,,,
고양이 사료,초콜릿,초콜릿,,,,,,
딸기,요거트,,,,,,,
전지우유,화초,,,,,,,
야채,계란,,,,,,,
돼지고기,과일,전지우유,요거트,케첩,절인 야채,소다,세정제,
소시지,돼지고기,생선,감귤,딸기,사워 크림,소다,야채 주스,욕실 청소용품
아이스크림,생수,,,,,,,
딸기,야채,전지우유,디저트,요거트,사워 크림,크림 치즈,과일 통조림,
병맥주,쇼핑백,,,,,,,
돼지고기,딸기,전지우유,디저트,사워 크림,야채 주스,사탕,,
아이스크림,소다,초콜릿,,,,,,
요거트,와플,,,,,,,
소시지,디저트,소다,,,,,,
롤빵,식초,병맥주,,,,,,
계란,소다,,,,,,,
야채,야채 통조림,소다,쇼핑백,,,,,
전지우유,버터,요거트,크림 치즈,식초,야채 주스,,,
패스트리,간식,,,,,,,
식빵,소다,,,,,,,
냉동 야채,패스트리,,,,,,,
감귤,열대과일,전지우유,계란,패스트리,생수,간식,,
감귤,딸기,양파,농축 우유,치즈,기름,절인 야채,,
초콜릿,화초,,,,,,,
감귤,냉동 식품,쌀,캔맥주,간식,,,,
요거트,야채 주스,쇼핑백,,,,,,
소시지,치킨,소고기,과일,야채,양파,요거트,치즈,마요네즈
야채,냉동 식품,식빵,과자,,,,,
소시지,치킨,과일,딸기,디저트,요거트,냉동 야채,냉동 식품,
과일,식초,생수,쇼핑백,,,,,
열대과일,딸기,요거트,계란,식빵,소다,사탕,,
돼지고기,사워 크림,,,,,,,
전지우유,요거트,크림 치즈,기름,절인 야채,고양이 사료,음료수,초콜릿,
머스타드,소다,야채 주스,,,,,,
감귤,식빵,케첩,야채 주스,병맥주,간식,팝콘,쇼핑백,
전지우유,마가린,생수,,,,,,
야채,디저트,사워 크림,패스트리,소스,커피,소다,야채 주스,
감귤,열대과일,,,,,,,
열대과일,병맥주,,,,,,,
소고기,포도,야채 주스,,,,,,
과일,설탕,,,,,,,
야채,양파,요거트,냉동 식품,식초,야채 통조림,소다,간식,
치킨,소고기,감귤,전지우유,크림 치즈,계란,롤빵,캔맥주,냅킨
과일,계란,,,,,,,
전지우유,패스트리,야채 주스,캔맥주,초콜릿,,,,
전지우유,크림 치즈,기름,생수,야채 주스,화초,,,
버터우유,초콜릿,,,,,,,
전지우유,아이스크림,패스트리,커피,쇼핑백,,,,
캔맥주,소주,,,,,,,
야채,양파,사워 크림,우유,냉동 디저트,마가린,시럽,,
소시지,감귤,디저트,요거트,사워 크림,치즈,치즈,식빵,
디저트,와플,전구,,,,,,
소시지,햄,치킨,전지우유,버터,사워 크림,크림 치즈,,
햄,전지우유,냉동 야채,,,,,,
계란,고양이 사료,생수,,,,,,
소시지,과일,양파,향신료,고양이 사료,병맥주,신문,,
야채,요거트,야채 주스,,,,,,
돼지고기,냉동 감자,소다,,,,,,
양파,디저트,요거트,계란,롤빵,식빵,패스트리,고양이 사료,생수
전지우유,요거트,향신료,,,,,,
치킨,돼지고기,소고기,딸기,치즈,잼,쇼핑백,,
과일,마가린,,,,,,,
딸기,껌,신문,,,,,,
치킨,캔맥주,쇼핑백,,,,,,
돼지고기,양파,패스트리,생수,,,,,
전지우유,소다,,,,,,,
돼지고기,열대과일,딸기,전지우유,요거트,식빵,기름,,
고양이 사료,초콜릿,,,,,,,
감귤,요거트,패스트리,소다,와플,쇼핑백,,,
식빵,마가린,,,,,,,
딸기,디저트,사워 크림,생수,소다,야채 주스,백포도주,,
햄,전지우유,계란,패스트리,기름,베이킹 파우더,껌,초콜릿,
생선,식빵,냅킨,,,,,,
패스트리,캔맥주,쇼핑백,,,,,,
소시지,패스트리,,,,,,,
전지우유,요거트,치즈,베이킹 파우더,소다,케이크,초콜릿,,
전지우유,식빵,,,,,,,
소시지,야채,식빵,소다,냅킨,,,,
소다,초콜릿,초콜릿,,,,,,
햄,전지우유,디저트,치즈,생수,소다,야채 주스,초콜릿,
병맥주,캔맥주,,,,,,,
소시지,햄,전지우유,디저트,마가린,베이킹 파우더,생수,,
소시지,치킨,전지우유,요거트,크림 치즈,식빵,소다,,
소시지,야채,디저트,요거트,사워 크림,치즈,계란,식빵,
소시지,롤빵,백포도주,,,,,,
야채,요거트,음료수,계란,식빵,고양이 사료,,,
감귤,전지우유,베이킹 파우더,코코아,피부관리용품,쇼핑백,,,
전지우유,소다,,,,,,,
요거트,아이스크림,식빵,쇼핑백,,,,,
우유,마요네즈,롤빵,절인 야채,소다,쇼핑백,,,
감귤,열대과일,과일,롤빵,음료수,야채 주스,,,
감귤,과일,전지우유,생수,,,,,
롤빵,설탕,껌,신문,,,,,
소시지,롤빵,소다,,,,,,
생선,병맥주,,,,,,,
전지우유,베이킹 파우더,커피,,,,,,
롤빵,소다,,,,,,,
열대과일,전지우유,냉동 야채,패스트리,케이크,,,,
버터우유,치즈,,,,,,,
소시지,버터우유,치즈,롤빵,커피,쇼핑백,,,
패스트리,소다,,,,,,,
치즈,야채 주스,,,,,,,
롤빵,생선 통조림,껌,신문,,,,,
농축 우유,패스트리,커피,소다,와인,간식,과자,와플,
롤빵,캔맥주,,,,,,,
롤빵,병맥주,,,,,,,
전지우유,소다,초콜릿,,,,,,
소시지,열대과일,전지우유,요거트,커피,쇼핑백,,,
과일,전지우유,요거트,음료수,냉동 감자,롤빵,야채 주스,,
감귤,과일,,,,,,,
밀가루,생수,초콜릿,초콜릿,,,,,
돼지고기,전지우유,롤빵,감미료,베이킹 파우더,초콜릿,신문,,
냉동 야채,롤빵,패스트리,,,,,,
열대과일,전지우유,냉동 식품,,,,,,
감귤,전지우유,사워 크림,롤빵,패스트리,,,,
전지우유,롤빵,식초,마가린,소다,와플,,,
돼지고기,소고기,치즈,크림 치즈,롤빵,식빵,냅킨,,
소시지,햄,냉동 식품,간식,와플,쇼핑백,,,
과일,소다,,,,,,,
병맥주,캔맥주,,,,,,,
전지우유,요거트,,,,,,,
딸기,양파,사워 크림,식빵,파스타,소주,그릇,,
소시지,전지우유,병맥주,,,,,,
양파,전지우유,요거트,치즈,계란,생수,청소기,,
소다,병맥주,,,,,,,
치킨,감귤,요거트,우유,치즈,롤빵,마가린,머스타드,커피
생수,야채 주스,,,,,,,
크림 치즈,식빵,고양이 사료,커피,시럽,,,,
전지우유,소다,캔맥주,소주,신문,,,,
전지우유,계란,롤빵,식빵,초콜릿,쇼핑백,,,
양파,치즈,,,,,,,
열대과일,요거트,마요네즈,머스타드,신문,,,,
열대과일,포도,병맥주,팝콘,,,,,
열대과일,전지우유,냉동 디저트,롤빵,마가린,잼,,,
롤빵,음료수,,,,,,,
소시지,소고기,생선,계란,마가린,설탕,베이킹 파우더,,
감귤,열대과일,과일,포도,양파,치즈,크림 치즈,마요네즈,
돼지고기,소고기,야채,전지우유,파스타,마가린,잼,생수,
소시지,소고기,감귤,커피,,,,,
햄,양파,식빵,마가린,,,,,
과일,소다,케이크,초콜릿,,,,,
파스타,식초,소다,야채 주스,포도주,냅킨,,,
과일,견과류,냉동 디저트,전구,,,,,
돼지고기,디저트,소다,쇼핑백,,,,,
롤빵,소주,,,,,,,
소시지,소고기,치즈,계란,롤빵,패스트리,고양이 사료,,
열대과일,크림 치즈,초콜릿,,,,,,
전지우유,요거트,,,,,,,
과일,패스트리,,,,,,,
열대과일,과일,전지우유,크림 치즈,냉동 디저트,롤빵,생수,와플,냅킨
계란,롤빵,,,,,,,
소고기,돼지고기,열대과일,전지우유,롤빵,고양이 사료,생수,소다,
감귤,남성 화장품,,,,,,,
소시지,감귤,과일,야채,허브,요거트,치즈,,
롤빵,차,,,,,,,
롤빵,신문,,,,,,,
소고기,열대과일,음료수,쇼핑백,,,,,
야채,허브,냉동 야채,생수,쇼핑백,,,,
열대과일,지퍼백,생수,,,,,,
감귤,열대과일,과일,딸기,생수,소다,와인,,
전지우유,음료수,냉동 식품,냉동 디저트,,,,,
마가린,냅킨,,,,,,,
디저트,롤빵,생수,,,,,,
소고기,사워 크림,냅킨,,,,,,
음료수,계란,식빵,패스트리,소다,신문,,,
열대과일,전지우유,머스타드,생수,,,,,
치킨,소고기,감귤,열대과일,과일,야채,전지우유,롤빵,
식빵,야채 주스,신문,쇼핑백,,,,,
