고객ID,성별,연령,서비스기간,단선횟수,주간통화횟수,주간통화시간_분,야간통화횟수,야간통화시간_분,주말통화횟수,주말통화시간_분,국제통화시간_분,국내통화횟수,국내통화시간_분,총통화시간_분,통화량구분,총통화요금,부과요금,통화품질불만,이탈여부
C108710,남,50,15.966667,6,129,465,122,348.6,3,7.5,265.323012,254,821.1,1086.423012,중,103.173095,208.173095,F,유지
C108730,남,31,35.666667,2,33,467.399999,81,251.1,50,97.8,249.714258,164,816.299999,1066.014257,중,98.114261,203.114261,F,유지
C108740,남,28,52.4,1,37,519.600001,24,278.7,37,73.799999,227.901404,98,872.1,1100.001404,중,98.187227,203.187227,F,이탈
C108770,여,27,46.133333,10,25,394.2,137,309.9,44,77.399999,190.129574,206,781.499999,971.629573,중,75.268997,180.268997,F,유지
C108780,여,27,46.233333,2,96,456.6,110,348,24,42,210.349884,230,846.6,1056.949884,중,88.734937,193.734937,F,유지
C108790,여,37,24,3,51,734.4,45,89.699999,1,26.5,262.596754,97,850.599999,1113.196753,중,112.945593,217.945593,F,유지
C108800,남,26,35.666667,1,48,687.6,39,125.4,4,8,228.289966,91,821,1049.289966,중,98.046076,203.046076,F,이탈
C108810,남,47,36.666667,2,41,595.8,25,81.9,10,48,193.531812,76,725.7,919.231812,중,74.664519,179.664519,F,유지
C108840,남,35,37.466667,1,248,789.599999,43,93,11,34.500002,198.301697,302,917.100001,1115.401698,중,102.64702,207.64702,F,유지
C108850,여,27,15.5,0,34,513.599999,22,94.500001,5,21.599999,200.939199,61,629.699999,830.639198,중,64.18917,169.18917,F,유지
C108880,여,50,40.8,2,131,628.8,21,128.7,12,25,198.040337,164,782.5,980.540337,중,83.202405,188.202405,F,이탈
C108910,남,26,20.1,8,99,481.800001,0,0,19,40,186.366647,118,521.800001,708.166648,중,55.909994,160.909994,F,이탈
C108940,여,26,12.5,11,39,619.8,16,62.1,15,25.8,188.603039,70,707.7,896.303039,중,71.398222,176.398222,F,이탈
C108950,남,27,25.533333,11,96,466.2,88,161.1,17,91.2,225.643033,201,718.5,944.143033,중,81.306803,186.306803,F,유지
C109020,여,39,30.766667,3,33,546.6,62,228.899999,1,11.4,223.349005,96,786.899999,1010.249004,중,89.332233,194.332233,F,이탈
C109030,남,64,21.8,3,185,673.2,32,116.7,24,38.5,217.507685,241,828.4,1045.907685,중,95.233252,200.233252,F,유지
C109040,여,59,28,2,32,520.2,103,260.4,8,48,230.08637,143,828.6,1058.68637,중,94.807555,199.807555,F,유지
C109060,여,54,35.566667,2,136,496.2,23,184.2,63,130.2,196.009003,222,810.6,1006.609003,중,82.224352,187.224352,F,유지
C109080,여,26,19.133333,2,166,484.200001,9,81.600001,55,157.200001,183.17118,230,723.000003,906.171183,중,69.338782,174.338782,F,이탈
C109090,남,45,34.666667,2,26,447,86,290.4,22,52.500001,195.991482,134,789.900001,985.891483,중,79.03878,184.03878,F,유지
C109100,여,30,16.933333,7,175,639,71,172.799999,52,111.6,207.131561,298,923.399999,1130.53156,중,100.689,205.689,F,유지
C109130,남,40,38.4,0,134,657,131,261,2,6.6,299.847551,267,924.6,1224.447551,중,129.249612,234.249612,F,유지
C109160,여,29,44.8,1,41,719.4,17,28.800001,17,36.6,215.46543,75,784.800001,1000.265431,중,90.819629,195.819629,F,유지
C109200,남,36,44.366667,2,42,744,36,67.500001,3,9.6,265.116808,81,821.100001,1086.216809,중,110.623948,215.623948,F,이탈
C109210,여,33,32.2,1,33,584.4,31,133.8,24,54.500001,207.645646,88,772.700001,980.345647,중,83.990151,188.990151,F,유지
C109230,남,30,13.466667,2,24,447,2,392.7,1,2.4,230.035164,27,842.1,1072.135164,중,93.9666,198.9666,F,유지
C109250,여,34,27.4,11,34,634.8,142,217.2,27,125.4,265.341947,203,977.4,1242.741947,중,122.983892,227.983892,F,유지
C109290,여,39,50.466667,0,90,447.6,23,100.2,39,61.2,197.523083,152,609,806.523083,중,60.368403,165.368403,F,유지
C109320,남,28,28.666667,0,175,642,45,203.099999,11,85.199999,275.827831,231,930.299998,1206.127829,중,122.057351,227.057351,F,유지
C109330,남,46,36.8,2,26,492.6,87,378.900001,0,0,181.418837,113,871.500001,1052.918838,중,83.34671,188.34671,F,유지
C109340,남,29,38.366667,1,95,475.199999,93,335.7,19,40.199999,205.596482,207,851.099998,1056.69648,중,88.253768,193.253768,F,유지
C109350,남,39,47.366667,0,25,484.799999,179,293.400001,6,39.5,246.988473,210,817.7,1064.688473,중,97.888593,202.888593,F,이탈
C109360,여,44,30.733333,1,97,486,33,137.700001,8,62.399999,225.570232,138,686.1,911.670232,중,78.074976,183.074976,F,유지
C109380,남,30,21.233333,2,101,505.8,51,123.9,7,42,198.173743,159,671.7,869.873743,중,68.436239,173.436239,F,이탈
C109390,남,26,35.466667,0,111,554.399999,120,299.1,24,46.200001,279.223035,255,899.7,1178.923035,중,117.219586,222.219586,F,유지
C109460,여,34,28.066667,2,37,769.2,29,47.399999,0,0,258.061974,66,816.599999,1074.661973,중,108.651325,213.651325,F,유지
C109470,여,52,55.633333,0,76,383.4,132,245.1,22,56.4,191.659548,230,684.9,876.559548,중,66.495479,171.495479,F,유지
C109500,여,26,12.833333,2,130,654,65,125.399999,0,0,215.35624,195,779.399999,994.756239,중,88.630452,193.630452,F,유지
C109520,여,30,52.066667,1,116,588.599999,6,134.1,9,48,181.199292,131,770.699999,951.899291,중,75.93151,180.93151,F,유지
C109570,남,33,22.566667,1,28,639.6,5,87.3,49,100.5,207.720907,82,827.4,1035.120907,중,91.264836,196.264836,F,이탈
C109580,남,33,39.266667,2,25,571.199999,10,62.100001,14,133,249.98469,49,766.3,1016.28469,중,95.706409,200.706409,F,이탈
C109600,남,27,44.833333,0,75,386.399999,47,92.100001,6,142.2,195.673281,128,620.7,816.373281,중,61.025607,166.025607,F,이탈
C109610,남,32,11.233333,2,20,481.8,80,416.7,22,35.399999,224.572924,122,933.899999,1158.472923,중,101.292814,206.292814,F,유지
C109640,여,50,27.433333,0,28,680.400001,30,61.200001,14,77,198.866812,72,818.600002,1017.466814,중,88.759533,193.759533,F,유지
C109690,남,32,16.033333,0,187,604.199999,52,101.100001,1,31.8,214.558929,240,737.1,951.658929,중,82.460749,187.460749,F,유지
C109700,남,58,30,0,21,539.399999,24,124.499999,0,0,199.323752,45,663.899998,863.22375,중,68.18382,173.18382,F,유지
C109870,남,46,53.333333,1,14,421.800001,65,254.400001,3,6.6,198.429604,82,682.800002,881.229606,중,68.783855,173.783855,F,유지
C110230,여,43,18.133333,1,93,514.8,16,40.8,22,73.2,206.604549,131,628.8,835.404549,중,65.779227,170.779227,F,유지
C110240,남,47,15.766667,2,132,433.199999,135,246.600001,1,12,205.978288,268,691.8,897.778288,중,72.131934,177.131934,F,유지
C110250,여,48,19.566667,8,109,603,40,155.400001,14,43,182.274966,163,801.400001,983.674967,중,79.906495,184.906495,F,유지
C110280,남,30,27.566667,2,120,670.800001,90,246,4,43.5,208.677529,214,960.300001,1168.97753,중,105.786356,210.786356,F,유지
C110330,남,51,9.666667,2,114,651,29,56.1,23,73.200001,193.562362,166,780.300001,973.862363,중,82.126039,187.126039,F,이탈
C110360,여,45,9.9,0,104,588.6,48,175.8,7,44,237.665957,159,808.4,1046.065957,중,96.893493,201.893493,F,유지
C110380,남,48,55.566667,5,121,690.6,35,210.6,11,19.2,197.995406,167,920.4,1118.395406,중,99.459065,204.459065,F,유지
C110390,남,40,47.5,7,60,344.400001,56,229.8,5,59.4,193.690516,121,633.600001,827.290517,중,61.613519,166.613519,F,유지
C110420,여,37,16.5,0,94,361.2,29,240.300001,53,88,226.20869,176,689.500001,915.708691,중,77.026135,182.026135,F,유지
C110430,남,42,30.733333,0,174,572.4,35,116.4,28,139.8,234.00014,237,828.6,1062.60014,중,97.421816,202.421816,F,유지
C110440,남,52,26.6,1,87,501.6,37,207,31,85.2,221.901827,155,793.8,1015.701827,중,88.506716,193.506716,F,유지
C110480,남,31,47.166667,1,103,400.199999,158,321.300001,3,47,235.679978,264,768.5,1004.179978,중,87.90371,192.90371,F,유지
C110490,남,50,15.833333,1,206,630,106,167.100001,36,67.8,256.698734,348,864.900001,1121.598735,중,109.550146,214.550146,F,유지
C110500,남,26,57.6,11,189,729,5,57.9,47,104.400001,258.061911,241,891.300001,1149.361912,중,115.809188,220.809188,F,이탈
C110510,남,43,51.566667,10,8,765.6,78,167.4,3,7.2,266.027772,89,940.2,1206.227772,중,124.520642,229.520642,F,유지
C110540,여,29,30.133333,3,12,560.400001,44,134.099999,6,28.800001,194.902277,62,723.300001,918.202278,중,74.188748,179.188748,F,이탈
C110550,남,41,22.133333,11,7,557.399999,39,379.800001,0,0,197.160433,46,937.2,1134.360433,중,96.063111,201.063111,F,이탈
C110560,여,49,26.066667,1,5,506.4,38,203.699999,7,29.399999,226.652564,50,739.499998,966.152562,중,84.523548,189.523548,F,유지
C110570,남,41,28.466667,2,11,540,99,313.2,0,0,279.00045,110,853.2,1132.20045,중,112.385451,217.385451,F,이탈
C110590,남,50,57.733333,2,14,682.799999,19,72,1,40.8,252.868812,34,795.599999,1048.468811,중,102.427431,207.427431,F,이탈
C110630,여,37,50.833333,2,12,579.6,20,247.5,22,42,190.39947,54,869.1,1059.49947,중,88.521034,193.521034,F,유지
C110640,남,37,24.7,8,3,533.4,22,82.500001,23,102.6,206.735126,48,718.500001,925.235127,중,76.74274,181.74274,F,유지
C110650,여,52,58.2,1,2,436.2,163,333.900001,3,90.5,283.451684,168,860.600001,1144.051685,중,111.274164,216.274164,F,유지
C110680,여,45,22.266667,1,8,522,63,283.2,27,41.400001,232.577688,98,846.600001,1079.177689,중,97.308268,202.308268,F,이탈
C110710,남,33,54.533333,0,2,417.6,147,322.8,7,12,190.521126,156,752.4,942.921126,중,73.234902,178.234902,F,유지
C110740,남,38,41.133333,1,1,461.4,2,274.2,35,55.799999,252.92099,38,791.399999,1044.320989,중,96.605251,201.605251,F,유지
C110770,남,36,49.266667,6,13,668.399999,124,214.500001,2,27,200.263527,139,909.9,1110.163527,중,98.338885,203.338885,F,유지
C111330,남,31,10.433333,1,602,1231.8,200,313.500001,0,0,209.348481,802,1545.300001,1754.648482,중고,93.831938,243.831938,F,이탈
C111340,여,45,28.633333,5,910,1398.6,28,171,7,30.6,460.589198,945,1600.2,2060.789198,중고,175.675815,325.675815,F,유지
C111350,남,33,31.866667,1,269,770.4,200,383.100001,20,58.8,366.581361,489,1212.300001,1578.881362,중,110.980232,260.980232,F,이탈
C111360,여,37,10.666667,3,557,1140.599999,24,306,5,44.400001,422.175887,586,1491,1913.175887,중고,152.33337,302.33337,F,유지
C111380,남,57,36.6,2,1088,2131.8,353,627,6,23,223.958373,1447,2781.8,3005.758373,고,206.887211,356.887211,F,유지
C111390,남,44,27.133333,6,487,895.200001,56,708.9,4,13.2,420.97973,547,1617.300001,2038.279731,중고,158.708012,308.708012,F,유지
C111430,남,46,42,0,1042,1713,224,883.8,4,87,203.689542,1270,2683.8,2887.489542,고,182.650417,332.650417,F,유지
C111440,여,35,38.833333,1,549,1009.799999,73,288,6,23.4,202.609671,628,1321.199999,1523.80967,중고,71.474591,221.474591,F,유지
C111450,여,52,14.566667,2,510,879,234,380.1,2,29,217.965531,746,1288.1,1506.065531,중고,72.800633,222.800633,F,이탈
C111480,남,33,51.433333,11,393,771.6,85,273,3,46,285.110719,481,1090.6,1375.710719,중,85.533216,235.533216,F,이탈
C111490,남,53,38.033333,7,713,1461.600001,46,354.9,59,128.399999,613.748401,818,1944.9,2558.648401,고,249.359284,399.359284,F,유지
C111510,남,27,45,1,895,1834.199999,28,60.3,1,88.8,351.602828,924,1983.299999,2334.902827,고,180.866512,330.866512,F,이탈
C111520,여,29,15.033333,9,335,687,157,441.299999,2,56,227.869411,494,1184.299999,1412.16941,중,68.360823,218.360823,F,유지
C111530,여,30,36.733333,9,680,1173,77,117.600001,27,68.5,349.445526,784,1359.100001,1708.545527,중고,119.654389,269.654389,F,유지
C111550,여,28,11.533333,6,686,1095,318,492.6,0,0,466.010193,1004,1587.6,2053.610193,중고,172.549838,322.549838,F,이탈
C111570,남,42,54.3,2,1399,2412,53,92.699999,19,48.6,772.183306,1471,2553.299999,3325.483305,고,363.240401,513.240401,F,유지
C111600,여,26,29.066667,9,702,1439.399999,13,544.799999,6,19.200001,198.032132,721,2003.399999,2201.432131,고,128.440924,278.440924,F,이탈
C111610,남,28,30.2,1,786,1612.2,6,80.1,9,41,461.142264,801,1733.3,2194.442264,중고,189.809683,339.809683,F,유지
C111620,남,39,34.433333,1,414,1183.799999,146,284.1,4,82.200001,460.155998,564,1550.1,2010.255998,중고,168.920239,318.920239,F,유지
C111630,남,52,9.9,0,858,1369.199999,280,485.100001,0,0,184.556473,1138,1854.3,2038.856473,중고,112.238431,262.238431,F,이탈
C111660,남,41,57.7,1,643,1321.199999,181,279.899999,5,20.4,290.614341,829,1621.499998,1912.114339,중고,125.431236,275.431236,F,유지
C111670,남,38,35.033333,0,715,1209,154,330.6,24,72,398.395857,893,1611.6,2009.995857,중고,155.537588,305.537588,F,유지
C111680,여,38,51.066667,0,1179,1992.6,12,21.3,12,41.4,393.801301,1203,2055.3,2449.101301,고,202.36578,352.36578,F,유지
C111720,남,34,46.766667,0,415,853.8,239,493.2,41,72.6,399.642506,695,1419.6,1819.242506,중고,137.47653,287.47653,F,유지
C111730,남,48,34.733333,1,1581,2430,151,278.100001,70,117,482.942341,1802,2825.100001,3308.042342,고,296.02891,446.02891,F,유지
C111740,여,29,53.033333,2,647,1330.8,10,47.7,17,42.6,267.563809,674,1421.1,1688.663809,중고,101.676682,251.676682,F,유지
C111760,여,51,35.533333,0,368,636,171,504,20,97.2,395.666901,559,1237.2,1632.866901,중,121.516229,271.516229,F,유지
C111770,남,27,23.333333,1,983,1613.399999,129,409.8,4,82.8,191.757383,1116,2105.999999,2297.757382,고,137.531403,287.531403,F,유지
C111790,여,33,33.433333,1,720,1182,132,349.5,21,60,189.725053,873,1591.5,1781.225053,중고,91.030782,241.030782,F,이탈
C111800,남,44,52.033333,0,752,1150.200001,107,336.3,2,19.5,465.356622,861,1506.000001,1971.356623,중고,166.592285,316.592285,F,이탈
C111810,여,29,25.366667,0,760,1213.8,219,434.4,2,9.6,330.178112,981,1657.8,1987.978112,중고,138.702923,288.702923,F,유지
C111830,남,55,29.166667,10,724,1156.799999,227,489.299999,18,67,477.07485,969,1713.099998,2190.174848,중고,186.101431,336.101431,F,유지
C111850,남,30,30.366667,2,531,1093.2,66,199.8,41,88.8,407.25886,638,1381.8,1789.05886,중고,138.459139,288.459139,F,이탈
C111860,여,37,16.166667,0,414,852.6,126,224.100001,1,4.8,269.182234,541,1081.500001,1350.682235,중,80.75467,230.75467,F,유지
C111870,남,42,26.266667,2,496,763.200001,21,267.6,61,93.6,366.409179,578,1124.400001,1490.80918,중,109.922754,259.922754,F,유지
C111880,여,52,20.3,1,536,808.800001,28,243.599999,0,0,276.239894,564,1052.4,1328.639894,중,82.871968,232.871968,F,유지
C111890,여,46,45.5,2,675,1107,310,482.4,4,18,385.653853,989,1607.4,1993.053853,중고,150.094767,300.094767,F,유지
C111930,여,32,30.433333,6,718,1083.6,245,472.499999,14,47.4,223.906188,977,1603.499999,1827.406187,중고,100.980551,250.980551,F,유지
C111960,여,42,40.766667,10,534,1263,275,474.9,53,109.2,378.130221,862,1847.1,2225.230221,중고,167.917592,317.917592,F,유지
C111990,여,48,18.366667,1,1032,1557,148,230.4,4,46,228.348858,1184,1833.4,2061.748858,중고,127.070147,277.070147,F,이탈
C112040,남,43,36,0,537,1109.400001,176,560.400001,9,47.400001,356.985311,722,1717.200003,2074.185314,중고,149.662491,299.662491,F,이탈
C112070,여,32,48.366667,5,718,1147.800001,46,285.899999,27,52.800001,206.610662,791,1486.500001,1693.110663,중고,87.369238,237.369238,F,유지
C112090,여,26,39.266667,0,857,1481.4,13,35.7,10,38,185.292342,880,1555.1,1740.392342,중고,90.25625,240.25625,F,유지
C112110,여,39,47.233333,1,1570,2508,131,417,5,61.2,456.348082,1706,2986.2,3442.548082,고,301.222622,451.222622,F,유지
C112140,남,61,50.933333,2,478,874.8,371,657.3,2,49.8,377.19386,851,1581.9,1959.09386,중고,142.812805,292.812805,F,이탈
C112150,남,32,28.5,1,862,1780.800001,165,358.199999,6,26,697.988018,1033,2165,2862.988018,고,297.33398,447.33398,F,유지
C112160,여,33,27.366667,2,464,1096.2,213,654.6,0,0,304.457253,677,1750.8,2055.257253,중고,136.120349,286.120349,F,유지
C112190,여,54,26.4,1,673,1164.6,137,212.699999,2,42,195.669522,812,1419.299999,1614.969521,중고,78.663136,228.663136,F,이탈
C112210,여,45,41.666667,1,436,854.4,26,300.6,9,18,326.451441,471,1173,1499.451441,중,97.935432,247.935432,F,유지
C112220,여,66,36.266667,6,449,777,260,408.9,3,12,382.603801,712,1197.9,1580.503801,중,114.78114,264.78114,F,유지
C112750,남,27,30.233333,0,1552,2692.2,31,267.299999,5,9,723.246076,1588,2968.499999,3691.746075,고,385.593461,535.593461,F,유지
C112790,남,42,40.766667,8,1072,1651.2,101,225.599999,11,30.599999,439.170598,1184,1907.399998,2346.570596,중고,197.740317,347.740317,F,유지
C112810,남,37,46.866667,2,783,1253.4,442,785.7,13,27,344.371018,1238,2066.1,2410.471018,고,172.887293,322.887293,F,유지
C112820,남,29,16.633333,9,502,1170.6,78,376.500002,0,0,490.148639,580,1547.100002,2037.248641,중고,177.531104,327.531104,F,유지
C112830,남,27,13.766667,11,654,1360.8,8,32.700002,30,58.2,440.901765,692,1451.700002,1892.601767,중고,156.652504,306.652504,F,유지
C112870,남,36,47.433333,2,688,1433.400001,173,433.499998,2,35,236.861339,863,1901.899999,2138.761338,중고,132.603359,282.603359,F,유지
C112890,남,35,20.2,2,507,781.2,77,298.2,20,38,211.182148,604,1117.4,1328.582148,중,63.354644,213.354644,F,유지
C112900,여,26,33.866667,2,641,1113,351,604.200001,9,31.200001,534.412142,1001,1748.400002,2282.812144,중고,205.198722,355.198722,F,유지
C112910,여,39,11.533333,1,681,1418.4,36,450.3,16,46.8,296.120036,733,1915.5,2211.620036,중고,151.10188,301.10188,F,유지
C112960,남,40,44.1,2,657,1051.8,21,55.8,10,43.2,238.344401,688,1150.8,1389.144401,중,71.50332,221.50332,F,유지
C112970,남,40,19.033333,10,1050,2187.6,45,115.199999,9,23.499999,547.006176,1104,2326.299998,2873.306174,고,273.374207,423.374207,F,이탈
C112990,여,38,47.833333,9,430,1000.800001,261,422.699999,4,100.199999,289.351872,695,1523.699999,1813.051871,중고,113.621229,263.621229,F,유지
C113010,남,48,35.266667,1,651,1131.6,5,161.1,9,27.6,236.950237,665,1320.3,1557.250237,중고,82.255395,232.255395,F,유지
C113030,남,28,46.5,1,903,1568.400001,63,217.5,8,20.400001,521.403128,974,1806.300002,2327.70313,중고,213.05828,363.05828,F,유지
C113090,남,53,21.933333,1,437,759.600001,146,285,3,54.6,343.374286,586,1099.200001,1442.574287,중,103.012286,253.012286,F,유지
C113110,여,38,31.733333,1,513,892.199999,7,118.800001,22,50,209.28514,542,1061,1270.28514,중,62.785542,212.785542,F,이탈
C113120,남,41,20.833333,7,667,1090.800001,147,543,30,48,372.372535,844,1681.800001,2054.172536,중고,151.426313,301.426313,F,이탈
C113130,여,33,40.1,2,506,879.599999,115,298.800001,2,15,188.984751,623,1193.4,1382.384751,중,56.695425,206.695425,F,유지
C113160,여,48,52.766667,0,322,673.200001,45,372,13,46.499999,285.596475,380,1091.7,1377.296475,중,85.678942,235.678943,F,이탈
C113190,남,27,11.2,0,512,891,58,141,11,25.8,247.016171,581,1057.8,1304.816171,중,74.104851,224.104851,F,이탈
C113210,여,30,52.933333,1,738,1540.799999,131,501,1,48.6,516.58979,870,2090.399999,2606.989789,고,232.311908,382.311908,F,유지
C113740,여,46,35.366667,0,1395,2430,156,288.299999,4,6.6,709.753586,1555,2724.899999,3434.653585,고,357.164525,507.164525,F,이탈
C113820,여,34,26.666667,1,755,1585.2,76,420,18,75,526.534317,849,2080.2,2606.734317,고,235.507768,385.507768,F,이탈
C113900,남,33,23.2,0,416,811.8,217,663.599999,23,35.400001,261.370398,656,1510.8,1772.170398,중고,102.301246,252.301246,F,유지
C113930,남,33,37.3,0,1126,2366.4,68,174.3,67,185.4,892.557103,1261,2726.1,3618.657103,고,410.308935,560.308935,F,유지
C113940,여,31,54.333333,0,770,1235.4,41,280.5,39,76.800001,234.476431,850,1592.700001,1827.176432,중고,105.208091,255.208091,F,유지
C113970,여,50,49.666667,1,833,1750.8,107,217.2,22,40.5,345.754486,962,2008.5,2354.254486,고,179.389628,329.389628,F,유지
C113990,남,48,28.966667,1,448,942.599998,4,550.5,13,77.5,218.141876,465,1570.599998,1788.741874,중고,95.093394,245.093394,F,유지
C114000,남,41,44.5,2,857,1294.799999,2,194.7,10,24,382.345934,869,1513.499999,1895.845933,중고,143.78875,293.78875,F,유지
