Record,Pixel_1,Pixel_2,Pixel_3,Pixel_4,Pixel_5,Pixel_6,Pixel_7,Pixel_8,Pixel_9,Pixel_10,Pixel_11,Pixel_12,Pixel_13,Pixel_14,Pixel_15,Pixel_16,Pixel_17,Pixel_18,Pixel_19,Pixel_20,Pixel_21,Pixel_22,Pixel_23,Pixel_24,Pixel_25,Pixel_26,Pixel_27,Pixel_28,Pixel_29,Pixel_30,Pixel_31,Pixel_32,Pixel_33,Pixel_34,Pixel_35,Pixel_36,Pixel_37,Pixel_38,Pixel_39,Pixel_40,Pixel_41,Pixel_42,Pixel_43,Pixel_44,Pixel_45,Pixel_46,Pixel_47,Pixel_48,Pixel_49,Pixel_50,Pixel_51,Pixel_52,Pixel_53,Pixel_54,Pixel_55,Pixel_56,Pixel_57,Pixel_58,Pixel_59,Pixel_60,Pixel_61,Pixel_62,Pixel_63,Pixel_64,Digit
100,0,0,1,15,13,0,0,0,0,0,1,16,16,5,0,0,0,0,7,16,16,0,0,0,0,0,13,16,13,0,0,0,0,7,16,16,13,0,0,0,0,1,11,16,13,0,0,0,0,0,2,16,16,0,0,0,0,0,1,14,16,3,0,0,1
101,0,0,0,2,13,0,0,0,0,0,0,8,15,0,0,0,0,0,5,16,5,2,0,0,0,0,15,12,1,16,4,0,0,4,16,2,9,16,8,0,0,0,10,14,16,16,4,0,0,0,0,0,13,8,0,0,0,0,0,0,13,6,0,0,4
102,0,0,1,12,5,0,0,0,0,0,9,16,14,3,0,0,0,2,16,14,11,13,0,0,0,2,16,10,0,14,4,0,0,4,16,0,0,12,4,0,0,4,16,3,0,11,10,0,0,0,13,12,8,14,6,0,0,0,3,10,16,12,1,0,0
103,0,0,12,16,16,8,0,0,0,3,16,13,8,5,0,0,0,2,16,3,0,0,0,0,0,0,16,13,9,0,0,0,0,0,10,16,16,7,0,0,0,0,0,1,10,13,0,0,0,0,2,11,16,10,0,0,0,0,11,16,12,0,0,0,5
104,0,4,13,16,16,12,3,0,0,3,7,4,13,16,6,0,0,0,0,8,15,5,0,0,0,0,0,12,8,0,0,0,0,0,0,7,12,0,0,0,0,0,0,4,12,0,0,0,0,1,7,12,11,0,0,0,0,3,15,12,2,0,0,0,3
105,0,0,0,8,14,4,0,0,0,0,7,16,7,0,0,0,0,0,14,10,0,0,0,0,0,1,16,6,0,0,0,0,0,3,16,16,10,0,0,0,0,2,16,12,14,6,0,0,0,0,12,15,11,10,0,0,0,0,0,10,13,8,0,0,6
106,0,0,9,15,5,0,0,0,0,0,13,14,13,7,0,0,0,0,6,14,10,13,1,0,0,0,0,9,12,15,5,0,0,0,0,0,0,10,10,0,0,0,0,0,0,7,14,0,0,0,3,8,9,15,15,0,0,0,5,12,12,9,1,0,9
107,0,0,0,5,11,1,0,0,0,0,0,14,14,2,0,0,0,0,5,16,5,0,0,0,0,0,8,15,2,0,0,0,0,0,10,13,0,0,0,0,0,0,14,16,16,8,0,0,0,0,6,16,9,15,6,0,0,0,0,6,14,16,8,0,6
108,0,0,0,0,6,10,0,0,0,0,0,0,14,15,0,0,0,0,0,10,16,16,0,0,0,0,7,16,16,15,0,0,0,3,15,7,15,10,0,0,0,0,0,0,13,11,0,0,0,0,0,0,15,9,0,0,0,0,0,0,8,15,0,0,1
109,0,0,2,11,16,4,0,0,0,0,12,9,11,15,1,0,0,0,2,0,4,16,0,0,0,0,0,2,8,15,1,0,0,4,16,16,16,15,7,0,0,3,6,4,16,3,0,0,0,0,0,6,11,0,0,0,0,0,0,12,7,0,0,0,7
110,0,0,15,16,16,12,2,0,0,2,16,15,12,12,3,0,0,4,16,8,0,0,0,0,0,8,16,12,4,0,0,0,0,0,12,16,16,0,0,0,0,0,0,3,16,8,0,0,0,2,6,9,16,8,0,0,0,1,15,16,15,3,0,0,5
111,0,0,0,10,15,0,0,0,0,0,11,15,3,0,0,0,0,7,15,4,0,0,0,0,0,12,11,1,3,8,2,0,0,4,12,15,15,16,9,0,0,0,0,8,16,8,2,0,0,0,0,10,12,0,0,0,0,0,0,12,9,0,0,0,4
112,0,0,1,10,9,0,0,0,0,0,9,15,4,0,0,0,0,1,16,5,0,0,0,0,0,4,16,1,4,14,4,0,0,4,16,12,14,16,5,0,0,0,1,7,16,9,0,0,0,0,0,2,16,4,0,0,0,0,0,10,13,0,0,0,4
113,0,0,3,11,16,13,0,0,0,3,15,15,13,16,0,0,0,6,8,2,9,14,0,0,0,0,4,7,15,14,5,0,0,4,16,16,16,14,6,0,0,1,8,13,12,0,0,0,0,0,1,16,4,0,0,0,0,0,3,15,1,0,0,0,7
114,0,0,2,16,13,1,0,0,0,0,6,15,16,7,0,0,0,0,3,6,16,8,0,0,0,0,0,3,16,6,0,0,0,0,1,13,13,0,0,0,0,6,14,16,4,0,0,0,0,9,16,16,13,10,3,0,0,0,4,11,15,16,10,0,2
115,0,0,4,9,13,5,0,0,0,1,16,16,12,11,0,0,0,0,11,8,5,16,0,0,0,0,7,10,13,10,0,0,0,0,4,16,13,0,0,0,0,0,13,15,12,0,0,0,0,0,11,9,14,5,0,0,0,0,0,10,16,8,0,0,8
116,0,0,0,8,15,8,0,0,0,0,3,16,12,16,4,0,0,0,2,10,1,16,4,0,0,0,0,0,8,14,0,0,0,0,0,9,15,3,0,0,0,3,16,14,4,0,0,0,0,4,15,14,7,1,0,0,0,0,0,9,12,14,4,0,2
117,0,0,1,10,16,8,0,0,0,0,11,13,10,16,0,0,0,0,12,1,4,16,1,0,0,0,1,0,13,7,0,0,0,0,0,9,12,0,0,0,0,2,13,15,1,0,0,0,0,4,15,14,7,4,0,0,0,0,1,11,14,15,5,0,2
118,0,2,15,16,16,14,2,0,0,3,16,14,9,10,1,0,0,7,16,6,0,0,0,0,0,3,14,15,6,0,0,0,0,0,1,13,12,0,0,0,0,0,0,8,16,0,0,0,0,0,9,16,11,0,0,0,0,3,16,13,1,0,0,0,5
119,0,0,9,12,15,15,2,0,0,1,15,14,11,16,7,0,0,0,2,0,2,16,4,0,0,0,2,4,10,15,2,0,0,0,13,16,16,16,9,0,0,0,13,16,10,1,0,0,0,0,6,16,1,0,0,0,0,0,11,9,0,0,0,0,7
120,0,0,0,12,14,1,0,0,0,0,9,16,10,5,0,0,0,0,8,13,5,14,0,0,0,0,2,14,16,16,4,0,0,0,0,0,4,10,10,0,0,0,0,0,0,4,16,0,0,0,2,6,4,9,16,0,0,0,1,11,16,15,7,0,9
121,0,0,6,13,2,0,0,0,0,4,16,16,16,11,0,0,0,0,12,11,1,6,1,0,0,0,12,14,10,2,0,0,0,0,1,8,12,12,0,0,0,0,0,0,9,14,0,0,0,0,4,9,16,5,0,0,0,0,9,14,4,0,0,0,5
122,0,0,0,12,13,0,0,0,0,0,5,16,10,0,0,0,0,6,16,13,11,12,2,0,0,12,16,10,15,16,9,0,0,4,14,16,16,12,4,0,0,0,0,14,13,0,0,0,0,0,0,14,12,0,0,0,0,0,0,11,13,0,0,0,4
123,0,0,3,6,14,5,0,0,0,0,7,15,15,13,0,0,0,0,3,14,13,12,0,0,0,0,0,16,13,1,0,0,0,0,2,16,8,0,0,0,0,0,10,9,14,0,0,0,0,0,12,4,15,2,0,0,0,0,4,15,14,0,0,0,8
124,0,0,5,14,15,4,0,0,0,0,8,16,16,14,0,0,0,0,5,16,16,9,0,0,0,0,0,15,16,1,0,0,0,0,1,16,13,0,0,0,0,0,11,15,14,5,0,0,0,0,12,12,8,15,1,0,0,0,5,16,16,16,2,0,8
125,0,0,0,8,14,0,0,0,0,0,5,16,11,0,0,0,0,1,15,14,1,6,0,0,0,7,16,5,3,16,8,0,0,8,16,8,14,16,2,0,0,0,6,14,16,11,0,0,0,0,0,6,16,4,0,0,0,0,0,10,15,0,0,0,4
126,0,0,12,16,7,0,0,0,0,2,16,5,12,3,0,0,0,0,14,6,3,16,2,0,0,0,2,14,16,12,0,0,0,0,0,0,10,10,0,0,0,0,0,0,10,8,0,0,0,0,8,2,13,7,0,0,0,0,11,16,16,3,0,0,9
127,0,0,3,12,10,1,0,0,0,1,16,16,16,10,0,0,0,5,16,13,6,16,1,0,0,5,16,7,0,13,3,0,0,5,16,4,0,13,7,0,0,1,16,8,0,14,7,0,0,0,13,14,13,16,3,0,0,0,2,13,15,6,0,0,0
128,0,0,5,4,9,10,0,0,0,0,10,8,11,16,2,0,0,0,8,12,14,14,1,0,0,0,5,15,7,0,0,0,0,0,14,12,0,0,0,0,0,1,14,13,3,0,0,0,0,0,12,13,5,0,0,0,0,0,7,16,5,0,0,0,8
129,0,0,1,11,15,8,0,0,0,0,12,14,10,16,5,0,0,0,16,7,13,16,4,0,0,0,9,15,13,16,4,0,0,0,0,0,1,15,4,0,0,0,0,0,0,16,4,0,0,8,16,14,9,16,4,0,0,0,2,10,15,15,2,0,9
130,0,0,7,13,15,5,0,0,0,0,8,16,16,12,0,0,0,0,7,16,15,3,0,0,0,0,6,16,5,0,0,0,0,0,5,16,2,0,0,0,0,0,8,16,6,0,0,0,0,0,12,12,13,0,0,0,0,0,5,13,10,0,0,0,8
131,0,0,2,12,9,0,0,0,0,0,11,15,12,5,0,0,0,0,15,5,0,14,0,0,0,2,15,1,0,9,7,0,0,4,10,0,0,7,8,0,0,0,12,0,0,8,10,0,0,2,15,5,10,16,1,0,0,0,5,14,12,4,0,0,0
132,0,0,0,0,5,15,8,0,0,0,0,2,15,16,9,0,0,0,3,15,16,16,10,0,0,7,16,10,8,16,7,0,0,0,1,0,8,16,4,0,0,0,0,0,11,16,1,0,0,0,0,0,9,16,1,0,0,0,0,0,8,14,0,0,1
133,0,2,15,16,6,0,0,0,0,5,16,15,14,0,0,0,0,5,13,10,14,0,0,0,0,0,0,12,12,0,0,0,0,0,1,16,7,0,0,0,0,0,10,15,2,0,0,0,0,3,16,10,8,6,1,0,0,2,15,16,16,16,7,0,2
134,0,3,16,16,12,12,6,0,0,0,4,4,5,14,8,0,0,0,0,0,11,11,0,0,0,0,0,4,16,3,0,0,0,0,0,0,12,11,0,0,0,0,0,0,9,14,0,0,0,0,3,7,15,4,0,0,0,3,16,14,4,0,0,0,3
135,0,0,0,3,16,3,0,0,0,0,0,12,16,2,0,0,0,0,8,16,16,4,0,0,0,7,16,15,16,12,11,0,0,8,16,16,16,13,3,0,0,0,0,7,14,1,0,0,0,0,0,6,16,0,0,0,0,0,0,4,14,0,0,0,4
136,0,4,16,16,16,10,3,0,0,12,16,9,8,12,3,0,0,10,16,2,0,0,0,0,0,3,16,12,0,0,0,0,0,0,7,16,9,0,0,0,0,0,0,12,16,1,0,0,0,3,10,15,15,1,0,0,0,4,16,13,3,0,0,0,5
137,0,0,2,15,4,0,0,0,0,0,11,13,0,0,0,0,0,0,16,6,0,0,0,0,0,3,16,7,0,0,0,0,0,4,16,16,15,5,0,0,0,4,16,5,3,13,7,0,0,1,14,9,0,8,13,0,0,0,2,13,16,16,8,0,6
138,0,0,2,15,15,3,0,0,0,0,8,14,16,11,0,0,0,0,0,0,11,14,0,0,0,0,0,0,11,14,3,0,0,0,4,12,16,16,7,0,0,0,11,16,12,1,0,0,0,0,1,14,6,0,0,0,0,0,4,12,1,0,0,0,7
139,0,0,5,12,13,2,0,0,0,3,16,14,16,13,1,0,0,4,16,9,16,12,1,0,0,1,9,16,15,1,0,0,0,1,13,16,16,5,0,0,0,3,16,5,12,16,0,0,0,3,15,7,14,12,0,0,0,0,6,16,13,3,0,0,8
140,0,0,5,15,5,0,0,0,0,0,12,11,13,8,0,0,0,0,11,9,10,16,0,0,0,0,3,15,16,16,1,0,0,0,0,0,0,14,6,0,0,0,0,0,0,13,8,0,0,0,6,3,0,14,6,0,0,0,2,13,16,15,3,0,9
141,0,0,12,9,12,1,0,0,0,0,14,16,16,8,0,0,0,3,16,9,3,15,2,0,0,4,16,1,0,16,5,0,0,5,12,0,0,16,5,0,0,3,14,1,4,16,4,0,0,0,15,12,14,14,0,0,0,0,7,12,12,2,0,0,0
142,0,0,0,0,7,13,5,0,0,0,0,0,15,16,8,0,0,0,1,13,16,16,3,0,0,0,12,16,16,16,0,0,0,8,16,3,16,13,0,0,0,2,3,0,16,12,0,0,0,0,0,0,16,13,0,0,0,0,0,0,8,12,0,0,1
143,0,0,13,14,8,1,0,0,0,1,16,16,16,6,0,0,0,0,3,5,16,8,0,0,0,0,0,9,16,2,0,0,0,0,1,16,9,0,0,0,0,1,16,13,0,0,0,0,0,5,16,11,4,4,0,0,0,1,13,14,12,12,0,0,2
144,0,6,16,16,15,7,0,0,0,2,11,12,16,16,5,0,0,0,0,0,14,15,2,0,0,0,0,1,16,11,0,0,0,0,0,0,14,14,0,0,0,0,0,0,5,16,9,0,0,0,3,7,12,16,7,0,0,3,16,16,15,11,1,0,3
145,0,0,0,5,14,0,0,0,0,0,1,15,13,0,0,0,0,0,9,16,13,0,0,0,0,5,16,15,13,0,0,0,0,8,16,16,16,15,9,0,0,0,4,10,14,8,5,0,0,0,0,8,12,0,0,0,0,0,0,7,10,0,0,0,4
146,0,4,15,16,16,16,4,0,0,4,16,15,9,7,1,0,0,0,15,14,1,0,0,0,0,0,5,16,9,0,0,0,0,0,0,14,16,0,0,0,0,0,0,9,16,5,0,0,0,3,10,13,16,4,0,0,0,5,16,16,12,0,0,0,5
147,0,0,0,6,14,1,0,0,0,0,2,16,10,0,0,0,0,0,11,15,2,0,0,0,0,0,13,13,8,5,0,0,0,2,16,14,12,16,3,0,0,1,16,11,0,5,12,0,0,0,11,15,5,12,12,0,0,0,0,9,15,14,6,0,6
148,0,0,3,15,14,1,0,0,0,0,13,16,16,6,0,0,0,0,4,4,16,8,0,0,0,0,0,1,16,10,1,0,0,0,7,16,16,16,8,0,0,0,12,15,16,6,0,0,0,0,0,14,11,0,0,0,0,0,4,12,1,0,0,0,7
149,0,0,3,13,13,3,0,0,0,2,14,12,12,11,0,0,0,4,16,8,5,15,3,0,0,1,13,14,16,7,0,0,0,0,11,16,13,1,0,0,0,1,16,12,13,14,1,0,0,0,13,13,9,16,7,0,0,0,3,13,16,10,1,0,8
150,0,0,6,13,10,4,0,0,0,4,16,15,13,13,0,0,0,4,16,14,16,16,1,0,0,2,10,16,16,16,5,0,0,0,0,0,3,16,5,0,0,0,0,0,0,16,8,0,0,0,0,2,8,16,8,0,0,0,7,16,14,9,1,0,9
151,0,0,2,12,4,0,0,0,0,1,12,16,16,3,0,0,0,7,16,6,4,13,0,0,0,8,16,6,0,13,5,0,0,1,16,5,0,7,9,0,0,0,16,8,0,8,12,0,0,0,13,14,14,16,10,0,0,0,4,14,15,7,0,0,0
152,0,0,0,0,5,14,3,0,0,0,0,0,9,16,8,0,0,0,0,9,16,16,5,0,0,1,13,15,12,16,1,0,0,4,12,3,10,15,0,0,0,0,0,0,11,12,0,0,0,0,0,0,8,12,0,0,0,0,0,0,5,13,4,0,1
153,0,0,6,13,10,3,0,0,0,5,15,11,16,11,0,0,0,2,6,0,16,12,0,0,0,0,0,0,16,12,0,0,0,0,0,7,16,6,0,0,0,0,5,15,10,0,0,0,0,0,11,16,8,4,0,0,0,0,8,14,13,12,4,0,2
154,0,1,11,12,14,6,0,0,0,1,6,4,8,16,7,0,0,0,0,0,3,16,5,0,0,0,0,2,14,9,0,0,0,0,0,4,16,7,0,0,0,0,0,1,14,13,0,0,0,0,0,1,12,14,0,0,0,5,12,15,9,1,0,0,3
155,0,0,0,3,16,3,0,0,0,0,0,10,16,11,0,0,0,0,4,16,16,8,0,0,0,2,14,12,16,5,0,0,0,10,16,14,16,16,11,0,0,5,12,13,16,8,3,0,0,0,0,2,15,3,0,0,0,0,0,4,12,0,0,0,4
156,0,2,14,16,16,13,5,0,0,7,16,13,8,8,1,0,0,10,15,0,0,0,0,0,0,10,16,0,0,0,0,0,0,7,16,6,0,0,0,0,0,1,12,16,8,0,0,0,0,1,8,16,10,0,0,0,0,3,16,15,1,0,0,0,5
157,0,0,0,16,7,0,0,0,0,0,6,16,4,0,0,0,0,0,11,15,0,0,0,0,0,0,12,12,0,0,0,0,0,0,15,16,16,8,0,0,0,0,12,16,13,15,8,0,0,0,12,16,7,13,15,0,0,0,1,11,16,15,9,0,6
158,0,0,10,16,14,1,0,0,0,0,14,16,16,7,0,0,0,0,1,5,16,7,0,0,0,0,2,10,16,11,6,0,0,7,16,16,15,12,7,0,0,11,10,15,10,0,0,0,0,0,6,16,2,0,0,0,0,0,13,9,0,0,0,0,7
159,0,0,2,13,13,1,0,0,0,0,8,16,14,4,0,0,0,0,5,16,10,8,4,0,0,0,1,16,16,10,2,0,0,2,15,13,12,0,0,0,0,5,12,3,15,1,0,0,0,0,14,3,13,4,0,0,0,0,3,15,13,1,0,0,8
160,0,0,5,13,4,0,0,0,0,0,15,14,14,5,0,0,0,0,12,7,8,16,1,0,0,0,4,13,16,16,1,0,0,0,0,0,0,15,2,0,0,0,0,0,0,14,6,0,0,0,2,7,8,16,4,0,0,0,6,12,13,10,0,0,9
161,0,0,5,14,10,7,0,0,0,0,16,16,16,16,3,0,0,3,16,10,2,16,7,0,0,7,16,3,0,12,8,0,0,8,16,1,0,12,8,0,0,7,16,5,2,16,4,0,0,2,16,15,14,13,0,0,0,0,7,15,13,2,0,0,0
162,0,0,2,13,6,0,0,0,0,0,4,16,15,5,0,0,0,0,1,15,12,15,0,0,0,0,0,10,16,16,1,0,0,0,0,0,2,16,2,0,0,0,0,0,0,15,5,0,0,0,4,4,6,16,3,0,0,0,2,14,16,10,0,0,9
163,0,5,16,16,16,11,1,0,0,4,16,15,10,8,1,0,0,4,16,12,0,0,0,0,0,1,13,16,5,0,0,0,0,0,6,16,13,0,0,0,0,0,0,10,16,4,0,0,0,0,4,13,16,2,0,0,0,2,15,16,9,0,0,0,5
164,0,6,16,16,16,15,10,0,0,9,16,13,8,6,5,0,0,12,16,1,0,0,0,0,0,10,16,7,0,0,0,0,0,3,15,15,3,0,0,0,0,0,3,16,13,0,0,0,0,1,5,16,9,0,0,0,0,9,16,11,0,0,0,0,5
165,0,0,5,13,1,0,0,0,0,0,12,13,0,0,0,0,0,0,16,8,0,0,0,0,0,5,16,2,0,0,0,0,0,4,16,8,15,9,1,0,0,4,16,16,12,15,11,0,0,1,15,14,4,14,11,0,0,0,5,14,14,10,1,0,6
166,0,2,15,16,16,13,2,0,0,7,16,13,8,8,3,0,0,4,16,4,0,0,0,0,0,0,16,11,0,0,0,0,0,0,12,16,3,0,0,0,0,0,2,13,11,0,0,0,0,3,8,15,8,0,0,0,0,2,15,15,1,0,0,0,5
167,0,0,5,16,15,1,0,0,0,1,15,9,10,12,0,0,0,3,16,1,0,16,4,0,0,6,16,0,0,11,6,0,0,3,16,1,0,11,8,0,0,4,16,4,3,15,4,0,0,1,13,13,13,14,1,0,0,0,4,13,14,1,0,0,0
168,0,0,2,13,8,6,0,0,0,0,7,14,14,16,0,0,0,0,7,9,3,16,4,0,0,0,5,14,15,16,4,0,0,0,0,3,2,13,5,0,0,0,3,0,0,12,6,0,0,1,12,6,0,11,7,0,0,0,3,12,16,16,1,0,9
169,0,0,6,15,13,3,0,0,0,0,13,14,15,12,0,0,0,0,14,11,13,15,5,0,0,0,9,16,15,8,0,0,0,2,16,16,16,2,0,0,0,8,16,2,14,10,0,0,0,5,16,9,14,11,0,0,0,0,8,14,13,2,0,0,8
170,0,0,6,15,6,0,0,0,0,0,14,11,13,4,0,0,0,0,11,7,7,13,0,0,0,0,5,16,16,16,1,0,0,0,0,0,0,14,7,0,0,0,0,0,0,10,13,0,0,0,2,11,0,11,12,0,0,0,5,16,14,9,4,0,9
171,0,0,2,13,4,0,0,0,0,0,8,14,11,0,0,0,0,0,10,6,14,5,2,0,0,0,2,14,12,14,0,0,0,0,1,15,13,2,0,0,0,0,11,13,14,1,0,0,0,0,13,8,10,4,0,0,0,0,2,11,16,7,0,0,8
172,0,0,0,8,13,0,0,0,0,0,1,16,16,0,0,0,0,0,7,16,16,0,0,0,0,1,15,16,16,0,0,0,0,6,16,15,16,9,2,0,0,6,15,16,16,16,11,0,0,0,0,11,16,0,0,0,0,0,0,10,14,0,0,0,4
173,0,0,0,0,14,16,7,0,0,0,0,5,16,16,8,0,0,0,1,12,16,16,8,0,0,5,14,16,16,16,5,0,0,1,4,7,16,16,8,0,0,0,0,2,16,16,7,0,0,0,0,2,16,16,3,0,0,0,0,0,16,16,0,0,1
174,0,0,7,16,16,16,13,0,0,0,8,9,8,15,15,0,0,0,0,0,4,16,7,0,0,0,4,8,12,16,5,0,0,3,16,16,16,14,7,0,0,0,3,8,16,3,0,0,0,0,0,15,13,0,0,0,0,0,7,16,3,0,0,0,7
175,0,0,1,8,10,15,11,0,0,2,14,15,13,16,7,0,0,0,6,0,6,14,2,0,0,0,0,3,11,12,2,0,0,0,2,16,16,15,8,0,0,0,3,13,15,2,0,0,0,0,0,13,10,0,0,0,0,0,1,16,5,0,0,0,7
176,0,1,10,16,16,11,0,0,0,5,10,8,12,16,4,0,0,0,0,1,10,14,0,0,0,0,0,6,16,4,0,0,0,0,0,7,16,5,0,0,0,0,0,1,12,16,4,0,0,0,2,4,9,16,4,0,0,1,15,14,11,4,0,0,3
177,0,7,16,16,16,11,2,0,0,5,16,12,8,6,1,0,0,9,16,1,0,0,0,0,0,2,16,15,3,0,0,0,0,0,5,16,14,1,0,0,0,0,0,2,16,10,0,0,0,1,7,13,16,3,0,0,0,4,15,16,6,0,0,0,5
178,0,0,0,0,12,11,1,0,0,0,0,1,16,16,7,0,0,0,1,14,16,16,7,0,0,1,14,16,14,16,8,0,0,5,12,3,8,16,7,0,0,0,0,0,8,16,4,0,0,0,0,0,8,16,1,0,0,0,0,0,11,12,0,0,1
179,0,0,6,15,15,3,0,0,0,3,16,14,14,13,0,0,0,6,15,2,1,14,5,0,0,8,14,2,0,9,8,0,0,8,16,4,0,8,8,0,0,5,16,6,0,11,9,0,0,1,16,16,14,16,9,0,0,0,5,14,15,10,1,0,0
180,0,0,0,10,15,1,0,0,0,0,5,16,16,10,0,0,0,0,14,6,6,15,0,0,0,4,16,4,0,15,3,0,0,5,15,5,0,11,5,0,0,0,12,11,0,13,5,0,0,0,8,16,16,16,3,0,0,0,1,8,13,8,0,0,0
181,0,0,7,15,15,4,0,0,0,8,16,16,16,4,0,0,0,8,15,8,16,4,0,0,0,0,0,10,15,0,0,0,0,0,1,15,9,0,0,0,0,0,6,16,2,0,0,0,0,0,8,16,8,11,9,0,0,0,9,16,16,12,3,0,2
182,0,1,12,14,10,0,0,0,0,5,16,16,16,4,0,0,0,0,0,4,16,4,0,0,0,0,0,7,15,1,0,0,0,0,2,15,9,0,0,0,0,0,9,15,2,0,0,0,0,0,16,14,8,8,3,0,0,0,10,15,13,9,4,0,2
183,0,0,5,16,12,2,0,0,0,0,4,11,16,10,0,0,0,0,0,0,14,11,0,0,0,0,2,4,14,14,2,0,0,0,13,16,16,10,4,0,0,0,3,10,14,0,0,0,0,0,0,15,5,0,0,0,0,0,6,11,0,0,0,0,7
184,0,0,5,15,13,3,0,0,0,0,12,15,12,14,0,0,0,0,12,12,14,14,0,0,0,0,3,16,14,3,0,0,0,0,9,14,15,3,0,0,0,1,15,5,8,12,1,0,0,0,16,4,4,16,4,0,0,0,5,16,16,12,2,0,8
185,0,0,11,12,0,0,0,0,0,7,16,16,5,0,0,0,0,5,13,16,8,0,0,0,0,0,1,16,8,0,0,0,0,0,7,16,5,0,0,0,0,0,9,15,1,0,0,0,0,0,16,15,9,7,2,0,0,0,12,14,13,12,5,0,2
186,0,0,2,15,13,0,0,0,0,0,13,16,16,9,0,0,0,5,16,9,6,16,4,0,0,5,16,3,1,14,7,0,0,6,16,4,0,16,8,0,0,3,16,12,6,16,12,0,0,0,14,16,16,16,4,0,0,0,2,13,15,8,0,0,0
187,0,0,0,1,11,14,5,0,0,0,0,9,16,16,5,0,0,0,10,16,16,16,1,0,0,5,16,16,16,16,0,0,0,1,5,11,16,16,0,0,0,0,0,5,16,16,0,0,0,0,0,0,11,16,0,0,0,0,0,0,11,10,0,0,1
188,0,0,9,16,5,0,0,0,0,6,16,16,15,0,0,0,0,7,16,14,16,2,0,0,0,3,6,12,16,0,0,0,0,0,0,15,12,0,0,0,0,0,7,16,6,1,3,0,0,0,9,16,13,15,8,0,0,0,7,16,16,8,1,0,2
189,0,0,4,14,6,0,0,0,0,0,10,15,2,0,0,0,0,0,16,11,0,0,0,0,0,0,13,11,0,0,0,0,0,3,16,12,8,3,0,0,0,2,16,14,8,12,9,0,0,0,16,13,4,12,12,0,0,0,6,15,16,12,1,0,6
190,0,4,12,13,13,6,0,0,0,6,14,8,13,16,0,0,0,0,0,0,11,16,2,0,0,0,0,0,16,15,0,0,0,0,0,0,12,16,3,0,0,0,0,0,4,16,9,0,0,0,1,4,12,16,8,0,0,2,13,16,12,6,0,0,3
191,0,2,15,15,6,0,0,0,0,0,10,13,16,5,0,0,0,0,0,2,16,9,0,0,0,0,0,3,16,11,0,0,0,0,0,0,13,14,1,0,0,0,0,0,7,16,5,0,0,1,4,6,13,15,1,0,0,3,15,14,11,2,0,0,3
192,0,0,15,15,2,0,0,0,0,0,8,15,11,0,0,0,0,0,0,12,14,0,0,0,0,0,7,12,16,13,9,0,0,7,16,16,16,10,5,0,0,1,5,16,14,0,0,0,0,0,9,15,3,0,0,0,0,2,16,4,0,0,0,0,7
193,0,1,10,15,16,13,3,0,0,5,14,5,5,15,8,0,0,0,0,0,2,15,6,0,0,0,0,0,9,16,0,0,0,0,0,0,9,16,0,0,0,0,0,0,4,16,6,0,0,0,2,3,13,12,0,0,0,0,15,13,7,0,0,0,3
194,0,2,14,16,14,4,0,0,0,4,11,5,13,12,0,0,0,0,0,2,15,7,0,0,0,0,0,4,16,4,0,0,0,0,0,1,13,13,1,0,0,0,0,0,2,16,4,0,0,0,1,3,11,15,2,0,0,1,12,16,9,2,0,0,3
195,0,0,0,0,11,5,0,0,0,0,0,8,16,2,0,0,0,0,4,15,16,3,0,0,0,0,12,6,16,3,0,0,0,5,15,0,15,5,3,0,0,6,16,16,16,11,4,0,0,0,0,0,14,0,0,0,0,0,0,0,12,2,0,0,4
196,0,0,0,6,14,3,0,0,0,0,2,16,11,0,0,0,0,0,11,15,2,0,0,0,0,1,15,13,2,0,0,0,0,3,16,16,16,7,0,0,0,4,16,14,8,13,7,0,0,0,12,16,5,12,10,0,0,0,0,8,14,13,5,0,6
197,0,0,1,14,6,0,0,0,0,0,7,16,1,0,0,0,0,0,13,10,0,0,0,0,0,0,14,7,0,0,0,0,0,3,16,10,8,3,0,0,0,0,16,13,12,14,7,0,0,0,14,9,4,11,13,0,0,0,2,12,16,12,4,0,6
198,0,0,2,14,11,0,0,0,0,0,10,16,1,0,0,0,0,1,16,9,0,0,0,0,0,4,16,5,0,0,0,0,0,5,16,12,12,11,1,0,0,4,16,14,10,14,11,0,0,2,15,10,6,16,10,0,0,0,3,15,16,10,1,0,6
199,0,0,0,2,15,4,0,0,0,0,0,8,15,1,0,0,0,0,1,14,12,0,0,0,0,0,6,16,12,0,0,0,0,0,13,16,15,4,2,0,0,9,16,16,16,16,11,0,0,3,8,8,16,3,0,0,0,0,0,3,15,0,0,0,4
200,0,0,6,15,5,0,0,0,0,1,15,15,15,3,0,0,0,2,16,6,11,14,0,0,0,0,15,14,15,16,1,0,0,0,3,8,10,16,5,0,0,0,0,0,3,16,8,0,0,0,0,4,10,16,8,0,0,0,7,12,13,12,1,0,9
201,0,0,0,0,11,12,0,0,0,0,0,3,15,14,0,0,0,0,0,11,16,11,0,0,0,0,9,16,16,10,0,0,0,4,16,12,16,12,0,0,0,3,10,3,16,11,0,0,0,0,0,0,16,14,0,0,0,0,0,0,11,11,0,0,1
